Facilidad;Selección;Sencillez;Tiempo;Amabilidad;gestion;conocimiento;informacion;atencion;solucion
50;60;60;50;40;60;60;60;40;60
77.8;44.4;44.4;77.8;88.9;88.9;77.8;88.9;77.8;88.9
100;100;100;100;100;100;100;100;100;100
77.8;77.8;77.8;66.7;77.8;66.7;77.8;88.9;77.8;66.7
50;60;40;50;60;60;60;60;50;40
88.9;100;88.9;100;100;100;100;100;100;100
88.9;88.9;88.9;44.4;88.9;100;100;100;100;100
88.9;88.9;88.9;44.4;100;100;100;100;77.8;100
100;90;100;80;80;100;70;90;70;70
100;100;100;77.8;100;77.8;88.9;88.9;77.8;100
77.8;100;66.7;66.7;0;11.1;22.2;0;22.2;0
100;100;100;100;100;100;100;100;100;100
50;60;60;60;50;50;40;40;50;40
33.3;44.4;44.4;33.3;100;77.8;77.8;55.6;77.8;44.4
60;40;50;40;50;50;50;60;50;50
77.8;66.7;44.4;100;100;88.9;100;100;88.9;100
77.8;100;77.8;77.8;100;100;100;100;100;100
66.7;100;88.9;88.9;88.9;66.7;11.1;55.6;44.4;44.4
44.4;66.7;44.4;22.2;77.8;66.7;44.4;55.6;33.3;22.2
100;100;100;100;100;100;100;100;100;100
88.9;66.7;100;100;100;100;100;100;100;100
0;20;20;30;30;20;30;20;20;20
66.7;100;100;11.1;100;88.9;100;100;66.7;77.8
100;100;100;100;100;100;100;100;100;100
66.7;88.9;55.6;77.8;88.9;77.8;88.9;55.6;88.9;88.9
100;100;100;100;100;100;100;100;100;100
88.9;77.8;88.9;55.6;100;77.8;88.9;100;77.8;88.9
77.8;100;100;100;100;88.9;77.8;100;88.9;77.8
100;100;100;77.8;22.2;22.2;22.2;22.2;33.3;33.3
100;100;100;77.8;100;100;100;100;77.8;100
77.8;100;100;55.6;100;100;100;100;100;88.9
100;44.4;44.4;11.1;44.4;44.4;100;77.8;11.1;44.4
44.4;66.7;77.8;66.7;44.4;55.6;66.7;77.8;55.6;44.4
88.9;100;100;77.8;100;100;100;100;77.8;100
0;20;10;0;0;0;30;20;10;20
70;70;70;90;80;70;100;80;70;70
40;60;60;40;40;60;50;60;50;40
100;100;100;77.8;100;100;100;100;100;100
77.8;77.8;77.8;55.6;88.9;77.8;88.9;88.9;77.8;88.9
90;70;90;80;100;90;80;80;70;90
44.4;100;100;44.4;100;100;100;100;100;100
0;10;20;30;0;30;10;0;30;20
0;30;20;30;20;20;20;30;0;0
0;100;100;100;100;100;100;100;100;100
100;100;100;77.8;100;100;100;100;100;100
100;100;100;100;100;100;100;100;100;100
44.4;55.6;66.7;33.3;88.9;77.8;66.7;66.7;66.7;66.7
0;0;0;0;0;0;0;0;11.1;0
30;77.8;11.1;44.4;88.9;88.9;88.9;88.9;88.9;88.9
70;90;80;70;90;70;70;90;90;80
11.1;44.4;44.4;66.7;77.8;66.7;55.6;55.6;66.7;11.1
100;100;100;100;100;100;100;100;100;100
40;50;40;60;60;60;60;40;50;40
66.7;77.8;77.8;77.8;88.9;77.8;77.8;77.8;88.9;77.8
100;100;100;100;100;100;100;100;100;100
77.8;88.9;66.7;77.8;100;100;66.7;88.9;66.7;88.9
11.1;33.3;22.2;0;22.2;11.1;11.1;11.1;0;33.3
80;90;70;100;80;70;100;70;70;100
80;70;90;90;70;70;70;80;80;100
66.7;77.8;22.2;0;66.7;66.7;88.9;77.8;77.8;77.8
66.7;100;44.4;33.3;100;77.8;77.8;44.4;44.4;44.4
88.9;100;77.8;55.6;66.7;55.6;66.7;66.7;55.6;55.6
30;0;0;10;10;30;0;20;10;20
44.4;77.8;77.8;77.8;77.8;66.7;77.8;66.7;66.7;66.7
10;30;0;10;0;10;0;20;0;30
77.8;77.8;66.7;88.9;88.9;77.8;66.7;88.9;77.8;77.8
60;60;40;50;60;50;60;50;40;40
10;0;30;0;20;20;10;0;20;10
66.7;100;100;66.7;77.8;100;88.9;88.9;77.8;88.9
40;50;40;50;60;40;40;50;50;40
77.8;88.9;88.9;88.9;88.9;88.9;88.9;88.9;88.9;88.9
40;40;60;40;50;50;50;50;60;60
100;100;100;44.4;100;77.8;77.8;77.8;77.8;0
66.7;66.7;100;55.6;100;100;100;100;100;100
66.7;100;100;55.6;100;77.8;88.9;100;88.9;44.4
88.9;100;88.9;100;77.8;66.7;100;77.8;100;100
0;20;30;20;30;30;10;10;20;30
70;70;90;100;80;90;80;90;100;90
33.3;88.9;77.8;22.2;66.7;55.6;44.4;55.6;44.4;77.8
55.6;100;88.9;88.9;66.7;77.8;77.8;100;88.9;88.9
88.9;88.9;77.8;88.9;100;100;100;100;88.9;100
55.6;66.7;66.7;77.8;88.9;88.9;88.9;88.9;88.9;100
100;100;100;77.8;88.9;77.8;77.8;88.9;77.8;88.9
66.7;88.9;77.8;100;100;88.9;88.9;100;100;100
10;10;10;10;30;20;0;0;0;20
30;10;30;30;20;0;30;10;0;0
44.4;100;100;44.4;100;100;44.4;100;77.8;0
77.8;100;88.9;100;100;100;100;88.9;100;100
70;80;80;100;100;90;90;70;100;70
77.8;88.9;88.9;100;100;100;88.9;100;100;77.8
88.9;100;33.3;66.7;88.9;88.9;77.8;77.8;77.8;66.7
50;50;60;60;40;40;60;40;40;60
77.8;100;77.8;88.9;88.9;88.9;77.8;77.8;77.8;77.8
77.8;88.9;100;0;100;100;77.8;77.8;22.2;88.9
90;90;100;90;80;90;70;90;100;100
10;10;20;30;20;10;0;30;20;0
30;10;20;0;0;20;20;10;30;30
33.3;22.2;88.9;66.7;66.7;77.8;66.7;88.9;55.6;11.1
100;100;100;100;100;100;100;100;100;100
33.3;77.8;88.9;11.1;88.9;77.8;66.7;88.9;88.9;66.7
100;100;100;100;100;100;100;88.9;100;100
77.8;66.7;77.8;66.7;100;77.8;77.8;88.9;77.8;77.8
100;100;100;77.8;100;100;100;100;100;100
11.1;88.9;33.3;33.3;55.6;44.4;44.4;33.3;88.9;22.2
11.1;44.4;44.4;55.6;55.6;77.8;66.7;77.8;77.8;77.8
88.9;77.8;88.9;44.4;88.9;88.9;88.9;88.9;66.7;88.9
40;60;60;40;50;60;40;40;50;50
33.3;77.8;55.6;77.8;66.7;55.6;55.6;55.6;66.7;66.7
77.8;88.9;77.8;0;88.9;88.9;88.9;66.7;44.4;77.8
66.7;100;100;66.7;77.8;88.9;88.9;88.9;88.9;88.9
77.8;33.3;66.7;44.4;88.9;55.6;77.8;44.4;66.7;100
66.7;88.9;66.7;66.7;100;77.8;77.8;88.9;77.8;77.8
77.8;77.8;88.9;66.7;100;88.9;88.9;100;77.8;88.9
44.4;77.8;77.8;44.4;77.8;88.9;88.9;88.9;88.9;88.9
0;100;66.7;66.7;100;88.9;88.9;100;88.9;88.9
77.8;77.8;44.4;66.7;88.9;55.6;44.4;55.6;66.7;11.1
40;40;60;60;60;40;60;60;40;50
90;90;100;70;80;80;100;90;80;90
60;50;40;50;60;50;50;50;40;50
70;100;80;100;70;90;70;70;80;90
44.4;55.6;66.7;77.8;88.9;22.2;77.8;55.6;100;11.1
55.6;66.7;66.7;77.8;55.6;77.8;77.8;55.6;66.7;88.9
44.4;55.6;66.7;33.3;55.6;33.3;33.3;44.4;22.2;33.3
30;10;30;10;20;10;10;20;20;20
33.3;55.6;22.2;33.3;100;66.7;77.8;55.6;100;88.9
77.8;66.7;100;66.7;88.9;77.8;77.8;77.8;77.8;88.9
100;100;100;66.7;100;100;100;100;100;100
80;80;90;100;100;70;80;80;70;80
0;0;20;0;30;10;0;10;0;10
100;90;100;70;100;90;70;90;70;70
90;80;80;70;70;70;70;70;100;80
66.7;100;66.7;55.6;88.9;88.9;88.9;88.9;88.9;88.9
44.4;55.6;77.8;44.4;88.9;77.8;66.7;77.8;55.6;77.8
77.8;77.8;100;100;100;100;100;100;100;100
70;70;100;90;90;80;70;90;80;90
60;40;40;40;40;60;60;50;60;40
100;100;100;100;100;100;100;100;100;100
66.7;100;88.9;33.3;100;77.8;88.9;77.8;44.4;44.4
40;50;60;60;50;60;60;50;40;50
44.4;77.8;77.8;44.4;77.8;44.4;44.4;44.4;66.7;77.8
88.9;100;88.9;100;88.9;88.9;88.9;100;88.9;100
77.8;100;88.9;88.9;100;100;88.9;88.9;88.9;100
77.8;88.9;88.9;77.8;88.9;88.9;88.9;88.9;77.8;77.8
77.8;100;88.9;77.8;100;88.9;100;100;100;100
100;100;100;100;100;100;100;100;100;100
30;30;20;0;20;10;0;20;0;20
66.7;77.8;77.8;44.4;88.9;66.7;77.8;100;77.8;88.9
100;55.6;77.8;44.4;100;55.6;88.9;77.8;88.9;100
100;100;100;100;100;100;100;100;77.8;100
66.7;66.7;77.8;33.3;66.7;66.7;66.7;55.6;55.6;66.7
70;80;90;70;80;80;70;80;90;70
50;60;60;50;40;50;50;60;60;40
0;0;0;10;10;30;10;10;10;0
77.8;77.8;66.7;66.7;100;66.7;88.9;100;100;44.4
44.4;22.2;33.3;11.1;11.1;11.1;44.4;55.6;55.6;77.8
55.6;100;77.8;100;55.6;55.6;55.6;55.6;55.6;55.6
77.8;100;100;88.9;88.9;77.8;77.8;77.8;77.8;100
100;100;100;100;100;100;100;100;100;100
80;70;70;80;70;70;80;70;100;90
60;50;40;40;60;60;40;40;50;40
50;50;60;60;50;40;40;50;60;40
100;77.8;88.9;100;100;100;100;100;100;100
30;20;0;30;10;0;0;0;10;30
88.9;77.8;88.9;66.7;88.9;88.9;88.9;88.9;77.8;88.9
66.7;44.4;100;66.7;44.4;77.8;88.9;33.3;44.4;77.8
55.6;66.7;100;33.3;100;66.7;55.6;77.8;44.4;88.9
66.7;66.7;77.8;33.3;77.8;77.8;66.7;77.8;77.8;77.8
10;20;30;10;0;30;0;30;10;20
100;90;90;80;80;80;80;90;80;90
30;20;30;30;20;30;20;0;20;20
70;80;80;80;80;90;80;90;80;100
40;60;50;40;60;50;50;60;60;40
88.9;66.7;88.9;66.7;100;77.8;88.9;88.9;88.9;100
90;100;90;90;70;100;100;70;90;90
40;40;40;40;50;40;40;40;60;40
33.3;88.9;77.8;44.4;88.9;11.1;44.4;55.6;55.6;33.3
77.8;100;100;77.8;100;44.4;66.7;100;100;0
77.8;44.4;55.6;11.1;44.4;55.6;77.8;88.9;55.6;55.6
77.8;77.8;66.7;88.9;88.9;88.9;77.8;77.8;77.8;88.9
66.7;100;77.8;66.7;100;100;88.9;88.9;77.8;100
44.4;44.4;44.4;22.2;100;44.4;22.2;55.6;44.4;0
77.8;100;77.8;66.7;100;66.7;77.8;55.6;77.8;44.4
80;80;80;80;90;70;80;70;90;70
77.8;100;100;77.8;100;100;88.9;88.9;77.8;88.9
100;100;88.9;100;100;100;100;100;88.9;88.9
40;50;50;40;40;60;40;60;60;50
0;30;30;10;10;30;0;20;30;10
44.4;44.4;100;22.2;100;55.6;100;55.6;55.6;100
66.7;77.8;88.9;66.7;100;88.9;88.9;100;77.8;100
0;88.9;0;0;77.8;22.2;33.3;66.7;77.8;11.1
100;77.8;66.7;100;77.8;66.7;77.8;100;77.8;0
40;50;50;50;60;50;60;40;60;60
88.9;88.9;66.7;66.7;100;88.9;88.9;77.8;77.8;88.9
100;100;88.9;88.9;100;88.9;100;100;88.9;100
44.4;77.8;22.2;22.2;77.8;44.4;44.4;77.8;44.4;66.7
88.9;100;100;77.8;100;100;88.9;88.9;77.8;100
100;100;100;100;100;100;100;100;100;100
60;50;60;50;40;50;50;40;40;50
80;80;100;90;100;90;100;70;100;90
80;90;70;100;70;80;70;70;100;80
40;60;50;60;50;60;60;50;40;60
40;40;50;50;60;60;60;50;50;60
33.3;44.4;44.4;22.2;77.8;66.7;55.6;66.7;66.7;44.4
22.2;77.8;77.8;0;100;100;100;100;44.4;77.8
11.1;33.3;33.3;55.6;55.6;33.3;33.3;33.3;55.6;33.3
50;50;40;40;50;40;50;50;60;50
77.8;66.7;88.9;77.8;100;88.9;77.8;66.7;77.8;44.4
0;0;22.2;66.7;66.7;22.2;22.2;11.1;44.4;0
70;90;90;80;80;100;90;70;100;90
100;77.8;100;77.8;100;100;100;77.8;100;100
44.4;77.8;55.6;44.4;66.7;66.7;66.7;66.7;55.6;77.8
100;100;100;77.8;100;100;88.9;100;100;100
44.4;66.7;77.8;88.9;100;100;100;88.9;88.9;88.9
30;0;20;10;20;30;0;30;10;0
30;10;0;0;20;20;10;30;10;0
11.1;66.7;55.6;44.4;44.4;44.4;66.7;55.6;66.7;0
30;20;0;30;30;20;0;0;0;30
77.8;77.8;77.8;77.8;100;77.8;100;100;100;100
40;50;50;40;60;60;60;60;40;60
22.2;100;100;0;100;77.8;77.8;44.4;44.4;44.4
100;100;100;77.8;100;100;88.9;77.8;88.9;0
88.9;88.9;88.9;88.9;88.9;77.8;77.8;100;88.9;77.8
50;40;40;50;60;50;50;60;50;50
100;77.8;66.7;100;100;100;100;100;100;88.9
77.8;77.8;77.8;100;77.8;77.8;77.8;66.7;77.8;77.8
60;60;40;40;50;50;40;60;40;60
100;100;100;0;100;0;100;100;100;0
0;55.6;22.2;0;100;11.1;44.4;44.4;55.6;0
100;100;100;88.9;100;88.9;88.9;77.8;88.9;100
40;60;40;50;50;40;40;60;40;60
66.7;100;77.8;77.8;100;88.9;100;100;77.8;88.9
0;100;100;0;100;100;88.9;100;100;11.1
70;70;70;90;70;70;70;70;100;80
100;100;100;100;100;100;100;77.8;100;88.9
44.4;100;77.8;11.1;100;77.8;100;100;55.6;100
44.4;44.4;55.6;55.6;100;77.8;77.8;100;44.4;100
66.7;100;100;100;100;100;100;100;100;0
44.4;30;100;88.9;100;100;100;100;88.9;100
10;20;30;10;20;0;10;30;30;0
33.3;88.9;77.8;77.8;66.7;55.6;66.7;55.6;55.6;77.8
100;100;100;100;100;100;100;100;100;100
80;70;70;100;80;90;80;100;80;90
66.7;77.8;100;100;100;100;100;88.9;100;100
44.4;0;0;0;77.8;77.8;55.6;77.8;77.8;11.1
0;44.4;44.4;0;100;44.4;44.4;44.4;44.4;0
60;50;60;50;50;50;40;60;50;60
10;30;10;30;10;0;0;0;10;20
100;100;100;66.7;100;100;100;66.7;88.9;100
88.9;100;100;100;88.9;100;88.9;88.9;100;44.4
100;77.8;44.4;66.7;88.9;88.9;77.8;88.9;66.7;100
55.6;100;66.7;44.4;100;100;88.9;55.6;44.4;33.3
66.7;88.9;88.9;55.6;100;88.9;88.9;88.9;77.8;88.9
66.7;100;66.7;22.2;77.8;77.8;44.4;66.7;55.6;100
88.9;100;100;77.8;100;100;100;88.9;77.8;77.8
33.3;22.2;77.8;11.1;100;100;66.7;100;66.7;88.9
10;20;20;0;10;20;0;10;30;0
77.8;100;88.9;66.7;100;100;88.9;100;100;100
80;90;90;70;70;80;80;70;70;90
22.2;44.4;77.8;0;77.8;66.7;44.4;77.8;77.8;55.6
11.1;100;100;44.4;100;100;100;100;44.4;0
60;60;50;60;40;60;50;50;60;40
44.4;100;33.3;77.8;100;77.8;77.8;88.9;33.3;100
60;50;40;50;60;40;60;50;50;60
100;80;90;100;80;70;70;80;70;100
77.8;77.8;77.8;77.8;88.9;77.8;88.9;77.8;66.7;88.9
100;100;100;77.8;100;100;100;100;100;100
20;0;0;0;30;0;10;0;30;30
60;40;40;60;50;60;60;60;50;40
0;0;30;30;0;10;10;0;20;0
100;100;100;77.8;100;100;100;100;100;100
77.8;55.6;88.9;11.1;88.9;55.6;77.8;77.8;55.6;77.8
77.8;66.7;33.3;11.1;100;66.7;88.9;66.7;55.6;100
66.7;77.8;66.7;44.4;88.9;100;88.9;77.8;77.8;77.8
33.3;77.8;77.8;44.4;77.8;55.6;77.8;77.8;66.7;88.9
66.7;88.9;100;55.6;88.9;88.9;77.8;77.8;77.8;88.9
0;77.8;44.4;0;77.8;66.7;88.9;77.8;77.8;100
60;40;50;60;40;50;40;60;60;50
88.9;33.3;77.8;11.1;100;100;100;100;55.6;100
10;30;0;0;10;30;10;20;10;10
66.7;100;55.6;33.3;100;100;100;100;100;100
77.8;100;88.9;77.8;100;100;100;88.9;77.8;88.9
60;50;40;50;50;40;60;40;50;60
100;100;100;100;100;100;100;100;100;100
55.6;66.7;44.4;44.4;88.9;88.9;100;88.9;88.9;88.9
77.8;77.8;66.7;66.7;88.9;66.7;88.9;88.9;77.8;77.8
70;80;70;80;80;80;100;80;70;100
44.4;100;55.6;55.6;77.8;55.6;66.7;66.7;44.4;100
44.4;44.4;11.1;33.3;77.8;55.6;100;44.4;44.4;77.8
90;100;70;100;100;100;80;70;80;80
0;0;20;20;30;20;20;10;0;20
77.8;100;77.8;66.7;77.8;100;100;100;77.8;88.9
10;0;0;20;20;10;30;20;30;0
88.9;88.9;100;100;100;100;77.8;100;66.7;100
11.1;100;88.9;88.9;100;88.9;100;100;100;100
44.4;66.7;66.7;11.1;100;100;100;100;11.1;100
0;100;100;0;100;100;88.9;100;77.8;77.8
60;40;60;50;50;50;40;50;50;60
100;100;66.7;100;100;100;100;100;100;100
50;60;60;60;40;40;60;50;50;60
30;0;30;0;0;0;10;0;20;0
100;44.4;66.7;77.8;100;88.9;88.9;100;88.9;77.8
100;88.9;88.9;88.9;100;88.9;88.9;88.9;88.9;88.9
10;0;10;20;0;20;10;10;20;0
100;100;100;100;100;100;100;100;100;100
0;0;0;0;20;10;0;30;0;20
77.8;100;88.9;77.8;100;100;100;100;100;100
66.7;55.6;77.8;66.7;55.6;66.7;44.4;66.7;44.4;66.7
10;0;0;0;20;0;30;20;20;20
88.9;77.8;77.8;77.8;100;100;100;100;77.8;100
11.1;77.8;11.1;44.4;100;77.8;77.8;77.8;77.8;77.8
100;100;100;66.7;100;100;100;100;100;100
50;40;60;50;60;60;60;40;50;50
88.9;77.8;100;55.6;100;88.9;88.9;100;77.8;100
100;77.8;77.8;55.6;100;100;100;100;88.9;77.8
77.8;77.8;77.8;44.4;100;77.8;77.8;77.8;77.8;88.9
100;90;90;80;90;70;80;100;70;70
100;100;100;100;100;100;100;100;100;100
66.7;55.6;77.8;44.4;88.9;77.8;33.3;88.9;33.3;44.4
88.9;88.9;100;100;100;100;88.9;100;100;100
33.3;100;77.8;44.4;77.8;77.8;22.2;77.8;77.8;22.2
0;30;0;0;10;0;20;10;30;10
70;90;80;90;100;80;100;70;70;100
77.8;100;100;77.8;100;100;100;100;100;100
0;44.4;44.4;22.2;77.8;77.8;77.8;100;77.8;88.9
60;60;60;50;60;60;60;60;60;50
80;70;90;90;90;80;70;70;100;70
66.7;100;88.9;66.7;100;88.9;100;100;77.8;100
77.8;100;88.9;44.4;77.8;77.8;77.8;100;77.8;77.8
100;100;0;77.8;100;88.9;88.9;77.8;77.8;77.8
88.9;88.9;100;88.9;100;100;100;100;100;88.9
44.4;100;55.6;33.3;77.8;55.6;55.6;66.7;55.6;22.2
0;0;0;0;0;0;0;0;0;0
0;100;44.4;44.4;55.6;55.6;0;66.7;66.7;0
77.8;77.8;44.4;33.3;77.8;100;100;55.6;55.6;77.8
40;50;40;50;60;50;40;40;60;60
20;20;0;0;10;20;30;30;30;10
80;100;80;100;90;90;70;70;100;100
77.8;88.9;88.9;77.8;77.8;88.9;88.9;88.9;77.8;77.8
55.6;77.8;77.8;55.6;88.9;88.9;88.9;77.8;88.9;88.9
77.8;77.8;55.6;77.8;100;100;100;100;55.6;100
77.8;77.8;88.9;44.4;88.9;77.8;66.7;88.9;77.8;77.8
50;50;40;40;60;50;40;50;40;50
80;70;80;90;70;90;70;80;90;90
0;88.9;100;66.7;100;100;100;100;100;100
100;77.8;77.8;100;100;100;100;100;100;100
100;100;100;100;100;100;100;100;100;100
100;100;100;90;90;90;70;70;100;80
22.2;100;0;44.4;77.8;77.8;77.8;77.8;77.8;66.7
55.6;77.8;77.8;88.9;22.2;0;0;0;33.3;0
0;44.4;0;0;100;77.8;100;100;44.4;100
50;60;50;40;40;60;40;50;50;50
0;44.4;55.6;44.4;66.7;55.6;44.4;33.3;33.3;44.4
50;50;60;60;40;60;60;50;60;50
10;0;20;0;20;0;20;30;20;30
55.6;77.8;100;22.2;44.4;77.8;88.9;66.7;77.8;100
22.2;77.8;44.4;66.7;88.9;77.8;77.8;77.8;77.8;77.8
100;100;100;88.9;88.9;88.9;88.9;88.9;88.9;100
100;90;80;100;90;90;100;80;90;100
66.7;77.8;100;100;100;100;100;100;100;100
55.6;88.9;66.7;44.4;88.9;66.7;55.6;66.7;55.6;88.9
77.8;77.8;77.8;44.4;100;100;77.8;77.8;77.8;77.8
44.4;33.3;11.1;33.3;100;100;77.8;100;77.8;100
10;30;10;0;10;0;20;30;0;20
66.7;100;100;66.7;100;100;100;100;100;66.7
100;100;100;100;100;100;100;100;100;100
44.4;44.4;66.7;88.9;88.9;77.8;77.8;88.9;100;33.3
70;80;100;70;90;70;80;80;80;90
100;100;100;88.9;100;88.9;77.8;88.9;100;100
100;100;100;100;100;100;100;100;100;100
30;30;10;10;30;10;20;20;10;10
60;60;50;50;60;40;40;60;50;60
60;40;60;60;60;50;40;40;40;50
40;40;50;50;40;60;40;60;50;60
77.8;77.8;77.8;100;77.8;100;88.9;77.8;77.8;88.9
30;0;20;0;0;0;30;20;30;20
100;100;100;0;100;0;0;0;0;0
50;40;50;50;60;60;60;40;60;40
0;100;0;22.2;77.8;0;22.2;44.4;0;0
70;80;100;100;100;100;100;100;100;80
100;100;100;88.9;100;100;100;100;88.9;100
22.2;44.4;55.6;22.2;100;77.8;77.8;77.8;55.6;88.9
0;10;10;10;20;0;10;0;20;20
90;100;100;70;70;70;70;80;80;100
100;80;90;70;70;70;70;100;70;70
88.9;88.9;55.6;66.7;100;88.9;88.9;88.9;88.9;100
55.6;100;100;33.3;77.8;88.9;88.9;77.8;88.9;77.8
77.8;66.7;66.7;44.4;77.8;66.7;77.8;88.9;44.4;100
88.9;88.9;77.8;88.9;88.9;77.8;88.9;66.7;77.8;88.9
55.6;66.7;66.7;22.2;77.8;77.8;66.7;55.6;66.7;66.7
0;100;100;100;100;44.4;100;100;77.8;100
44.4;100;66.7;11.1;100;100;100;77.8;100;77.8
66.7;100;100;66.7;66.7;100;100;66.7;66.7;100
30;30;0;0;10;10;0;20;10;10
77.8;66.7;77.8;66.7;88.9;66.7;77.8;77.8;66.7;88.9
55.6;77.8;77.8;88.9;77.8;66.7;88.9;77.8;66.7;66.7
100;100;100;77.8;100;100;100;100;100;100
88.9;100;100;100;100;100;100;100;100;100
90;90;80;70;90;90;100;90;70;80
20;20;10;0;20;20;20;0;0;10
88.9;88.9;88.9;88.9;100;100;88.9;100;77.8;66.7
100;100;77.8;88.9;100;100;100;88.9;88.9;100
66.7;77.8;55.6;44.4;88.9;44.4;66.7;66.7;66.7;55.6
66.7;100;100;0;100;77.8;77.8;77.8;100;100
100;100;100;100;100;100;100;100;100;100
60;40;40;40;40;50;60;40;50;60
50;50;60;50;50;40;50;40;50;40
0;100;0;0;100;55.6;77.8;100;100;44.4
77.8;30;88.9;66.7;77.8;88.9;55.6;100;88.9;66.7
0;100;100;55.6;100;55.6;88.9;100;77.8;100
55.6;100;55.6;77.8;77.8;77.8;77.8;77.8;88.9;88.9
11.1;100;100;22.2;100;88.9;100;100;100;100
100;55.6;77.8;77.8;100;100;100;100;77.8;100
100;77.8;100;0;22.2;100;100;44.4;22.2;100
44.4;66.7;88.9;100;11.1;0;33.3;77.8;33.3;22.2
77.8;100;100;77.8;100;88.9;88.9;100;88.9;100
11.1;66.7;55.6;22.2;77.8;66.7;66.7;77.8;55.6;66.7
44.4;100;44.4;33.3;77.8;66.7;33.3;44.4;55.6;22.2
44.4;55.6;44.4;77.8;77.8;22.2;11.1;33.3;55.6;44.4
0;100;100;100;88.9;77.8;100;44.4;100;11.1
80;70;90;90;70;70;90;100;100;70
44.4;66.7;66.7;44.4;100;44.4;77.8;77.8;100;33.3
70;80;100;80;100;80;70;70;80;100
44.4;100;55.6;77.8;100;88.9;88.9;100;100;100
10;10;0;10;0;30;0;10;10;30
88.9;77.8;100;100;100;77.8;100;100;100;77.8
44.4;77.8;77.8;44.4;100;77.8;77.8;100;77.8;77.8
0;0;10;10;10;30;20;30;10;20
0;30;10;0;20;30;30;20;20;20
40;40;40;60;50;40;60;60;60;40
100;80;90;100;90;80;80;100;90;80
100;100;88.9;44.4;100;100;88.9;100;88.9;100
10;10;30;0;20;10;10;20;0;20
44.4;66.7;66.7;0;66.7;44.4;11.1;100;88.9;0
77.8;88.9;66.7;44.4;88.9;77.8;66.7;88.9;77.8;77.8
0;0;30;10;20;0;30;20;10;0
77.8;100;100;44.4;100;100;100;100;55.6;100
66.7;77.8;100;44.4;77.8;66.7;77.8;77.8;77.8;88.9
30;0;10;20;0;0;10;20;30;30
22.2;22.2;0;0;22.2;44.4;22.2;33.3;44.4;0
0;20;20;10;0;20;30;30;30;10
77.8;88.9;100;77.8;100;100;100;100;77.8;88.9
100;100;100;100;100;88.9;100;88.9;88.9;88.9
100;77.8;88.9;55.6;88.9;77.8;88.9;100;77.8;100
55.6;55.6;55.6;55.6;100;100;77.8;100;100;100
20;0;30;10;0;10;10;20;20;30
11.1;55.6;77.8;33.3;100;88.9;88.9;88.9;88.9;77.8
0;0;20;0;20;0;10;30;0;0
50;40;50;50;50;50;50;50;50;40
66.7;66.7;77.8;100;88.9;77.8;100;77.8;77.8;77.8
40;60;50;40;40;50;60;40;60;50
55.6;55.6;88.9;100;100;100;100;100;100;100
100;100;100;100;100;100;100;100;100;100
66.7;88.9;100;66.7;100;77.8;100;100;88.9;100
0;100;0;0;100;100;100;100;100;100
100;100;100;100;100;100;100;100;100;100
77.8;0;55.6;55.6;77.8;88.9;88.9;77.8;77.8;77.8
10;0;20;0;30;20;0;20;0;0
88.9;100;100;88.9;100;100;100;100;100;100
77.8;100;88.9;88.9;100;88.9;100;100;100;100
50;40;60;60;40;40;40;40;60;40
66.7;66.7;66.7;55.6;88.9;77.8;77.8;77.8;66.7;66.7
77.8;66.7;66.7;77.8;88.9;88.9;77.8;77.8;100;88.9
77.8;77.8;77.8;66.7;88.9;77.8;77.8;88.9;77.8;88.9
40;50;40;40;40;60;50;40;40;40
90;70;90;90;90;70;100;80;70;90
77.8;88.9;100;77.8;100;100;88.9;100;88.9;100
44.4;55.6;44.4;66.7;100;77.8;66.7;100;55.6;77.8
40;50;40;60;40;50;60;50;40;60
100;100;100;66.7;100;100;100;88.9;100;44.4
100;88.9;100;77.8;100;100;100;100;100;100
10;20;0;30;0;30;30;0;30;0
10;30;10;10;30;0;10;30;20;30
50;60;40;60;60;60;40;50;60;40
77.8;55.6;77.8;33.3;77.8;44.4;55.6;22.2;66.7;44.4
40;50;40;40;60;40;60;40;50;40
40;50;40;50;50;60;40;60;60;40
100;80;90;100;70;80;80;80;80;100
33.3;77.8;77.8;55.6;100;100;100;100;66.7;77.8
77.8;100;100;100;100;100;100;100;100;100
70;70;100;70;70;100;70;70;80;80
50;60;50;50;40;50;50;40;50;40
40;40;40;40;50;40;60;50;40;40
88.9;100;100;77.8;88.9;100;100;77.8;77.8;100
60;60;60;60;50;50;40;60;60;50
77.8;77.8;44.4;0;88.9;88.9;88.9;88.9;88.9;88.9
77.8;88.9;77.8;88.9;88.9;100;100;88.9;77.8;88.9
44.4;66.7;44.4;66.7;66.7;77.8;77.8;88.9;77.8;77.8
88.9;100;100;88.9;100;100;88.9;100;88.9;100
66.7;77.8;77.8;55.6;88.9;88.9;88.9;77.8;77.8;88.9
100;44.4;100;11.1;55.6;77.8;88.9;55.6;44.4;77.8
88.9;88.9;88.9;77.8;66.7;66.7;77.8;77.8;77.8;100
40;50;50;50;50;40;40;40;60;40
55.6;100;77.8;33.3;100;88.9;100;88.9;77.8;88.9
100;100;77.8;77.8;55.6;77.8;77.8;77.8;77.8;0
44.4;100;11.1;11.1;100;100;100;44.4;100;44.4
44.4;55.6;100;44.4;66.7;55.6;44.4;22.2;44.4;0
44.4;100;44.4;66.7;44.4;33.3;100;66.7;100;77.8
